ACRIM2/UARS
Version: 
Created: 08-Jun-2022
JD        Value 
2449213.5 1364.509000
2449214.5 1364.447000
2449215.5 1364.408000
2449216.5 1364.425000
2449217.5 1364.433000
2449218.5 1364.453000
2449219.5 1364.446000
2449220.5 1364.443000
2449221.5 1364.369000
2449222.5 1364.331000
2449223.5 1364.330000
2449224.5 1364.387000
2449225.5 1364.389000
2449226.5 1364.362000
2449227.5 1364.363000
2449228.5 1364.381000
2449229.5 1364.423000
2449230.5 1364.404000
2449231.5 1364.335000
2449232.5 1364.298000
2449233.5 1364.271000
2449234.5 1364.289000
2449235.5 1364.320000
2449236.5 1364.341000
2449237.5 1364.417000
2449238.5 1364.480000
2449239.5 1364.522000
2449240.5 1364.511000
2449241.5 1364.472000
2449242.5 1364.449000
2449243.5 1364.429000
2449244.5 1364.491000
2449245.5 1364.585000
2449246.5 1364.689000
2449247.5 1364.733000
2449252.5 1364.530000
2449253.5 1364.347000
2449254.5 1364.145000
2449255.5 1364.039000
2449256.5 1363.966000
2449257.5 1363.951000
2449258.5 1363.848000
2449259.5 1363.742000
2449260.5 1363.449000
2449261.5 1363.158000
2449262.5 1362.902000
2449263.5 1362.876000
2449264.5 1363.062000
2449265.5 1363.166000
2449266.5 1363.372000
2449267.5 1363.616000
2449268.5 1363.924000
2449269.5 1364.013000
2449270.5 1364.084000
2449271.5 1364.149000
2449272.5 1364.134000
2449273.5 1364.117000
2449274.5 1364.171000
2449275.5 1364.202000
2449276.5 1364.275000
2449277.5 1364.365000
2449278.5 1364.425000
2449279.5 1364.439000
2449280.5 1364.347000
2449281.5 1364.213000
2449282.5 1364.250000
2449283.5 1364.233000
2449284.5 1364.313000
2449285.5 1364.483000
2449286.5 1364.417000
2449287.5 1364.294000
2449288.5 1364.255000
2449289.5 1364.213000
2449290.5 1364.157000
2449291.5 1364.112000
2449292.5 1363.996000
2449293.5 1363.856000
2449294.5 1363.714000
2449295.5 1363.644000
2449296.5 1363.708000
2449297.5 1363.813000
2449298.5 1363.965000
2449299.5 1364.122000
2449300.5 1364.233000
2449301.5 1364.327000
2449302.5 1364.381000
2449303.5 1364.390000
2449304.5 1364.446000
