BremenMgII
Version: v5
Created: 08-Jun-2022
JD        Value 
2443819.5 0.164020
2443820.5 0.163820
2443821.5 0.163730
2443822.5 0.163340
2443823.5 0.161660
2443824.5 0.162750
2443825.5 0.161570
2443826.5 0.160500
2443827.5 0.159060
2443828.5 0.158720
2443829.5 0.158470
2443830.5 0.158290
2443831.5 0.159710
2443832.5 0.159130
2443833.5 0.157900
2443834.5 0.158740
2443835.5 0.158740
2443836.5 0.159420
2443837.5 0.160110
2443838.5 0.161080
2443839.5 0.162260
2443840.5 0.162360
2443841.5 0.161650
2443842.5 0.162370
2443843.5 0.165100
2443844.5 0.165780
2443845.5 0.163260
2443846.5 0.165000
2443847.5 0.165680
2443848.5 0.164900
2443849.5 0.165190
2443850.5 0.164410
2443851.5 0.164220
2443852.5 0.164110
2443853.5 0.164250
2443854.5 0.164410
2443855.5 0.164310
2443856.5 0.163730
2443857.5 0.162670
2443858.5 0.162940
2443859.5 0.158930
2443860.5 0.161080
2443861.5 0.160110
2443862.5 0.159910
2443863.5 0.156390
2443864.5 0.157860
2443865.5 0.158650
2443866.5 0.159030
2443867.5 0.160790
2443868.5 0.161770
2443869.5 0.161320
2443870.5 0.164410
2443871.5 0.165680
2443872.5 0.166270
2443873.5 0.165210
2443874.5 0.167740
2443875.5 0.168130
2443876.5 0.169110
2443877.5 0.167930
2443878.5 0.168620
2443879.5 0.167150
2443880.5 0.168230
2443881.5 0.167890
2443882.5 0.167930
2443883.5 0.166860
2443884.5 0.166850
2443885.5 0.166860
2443886.5 0.167150
2443887.5 0.166270
2443888.5 0.165590
2443889.5 0.164790
2443890.5 0.164460
2443891.5 0.163530
2443892.5 0.163340
2443893.5 0.165190
2443894.5 0.165490
2443895.5 0.166720
2443896.5 0.168030
2443897.5 0.169010
2443898.5 0.169210
2443899.5 0.168300
2443900.5 0.167840
2443901.5 0.167050
2443902.5 0.166470
2443903.5 0.167050
2443904.5 0.166560
2443905.5 0.168940
2443906.5 0.168230
2443907.5 0.169400
2443908.5 0.169400
2443909.5 0.169990
2443910.5 0.170270
2443911.5 0.170480
2443912.5 0.170970
2443913.5 0.170130
2443914.5 0.168720
2443915.5 0.167250
2443916.5 0.167150
2443917.5 0.168730
2443918.5 0.166170
2443919.5 0.166860
2443920.5 0.167350
2443921.5 0.168720
2443922.5 0.170170
2443923.5 0.170380
2443924.5 0.169990
2443925.5 0.169000
2443926.5 0.167540
2443927.5 0.166760
2443928.5 0.165490
2443929.5 0.166820
2443930.5 0.164710
2443931.5 0.165680
2443932.5 0.166370
2443933.5 0.166960
2443934.5 0.168910
2443935.5 0.169500
2443936.5 0.169790
